date,temperature_2m,wind_speed_30hPa,wind_speed_50hPa,wind_speed_70hPa,wind_speed_100hPa,wind_speed_150hPa,wind_speed_200hPa,wind_speed_250hPa,wind_speed_300hPa,wind_speed_400hPa,wind_speed_500hPa,wind_speed_600hPa,wind_speed_700hPa,wind_speed_800hPa,wind_speed_850hPa,wind_speed_900hPa,wind_speed_925hPa,wind_speed_950hPa,wind_speed_975hPa,wind_speed_1000hPa,wind_direction_30hPa,wind_direction_50hPa,wind_direction_70hPa,wind_direction_100hPa,wind_direction_150hPa,wind_direction_200hPa,wind_direction_250hPa,wind_direction_300hPa,wind_direction_400hPa,wind_direction_500hPa,wind_direction_600hPa,wind_direction_700hPa,wind_direction_800hPa,wind_direction_850hPa,wind_direction_900hPa,wind_direction_925hPa,wind_direction_950hPa,wind_direction_975hPa,wind_direction_1000hPa,pressure_msl,surface_pressure,cloud_cover_high,cloud_cover_mid,cloud_cover_low,is_day
2025-08-05 00:00:00+00:00,16.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.2,974.4032,0.0,0.0,50.0,1.0
2025-08-05 11:00:00+00:00,9.4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.1,975.9189,0.0,0.0,50.0,1.0
2025-08-05 12:00:00+00:00,11.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.5,976.7247,0.0,0.0,50.0,1.0
2025-08-05 13:00:00+00:00,14.281501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.3,977.9128,0.0,0.0,43.0,1.0
2025-08-05 15:00:00+00:00,18.1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.8,978.1048,0.0,0.0,35.0,1.0
2025-08-05 16:00:00+00:00,19.9315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.9,978.49384,0.0,0.0,4.0,1.0
2025-08-05 17:00:00+00:00,21.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.7,978.5028,0.0,0.0,14.0,1.0
2025-08-05 18:00:00+00:00,22.0815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.0,977.99384,0.0,0.0,32.0,1.0
2025-08-05 19:00:00+00:00,22.8815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.9,978.02997,0.0,0.0,5.0,1.0
2025-08-05 20:00:00+00:00,23.731499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.5,977.78784,0.0,0.0,16.0,1.0
2025-08-05 21:00:00+00:00,24.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.3,977.6868,0.0,0.0,3.0,1.0
2025-08-05 22:00:00+00:00,23.8315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.0,977.3283,0.0,0.0,2.0,1.0
2025-08-05 23:00:00+00:00,23.2815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.3,977.5243,0.0,0.0,0.0,1.0
2025-08-06 00:00:00+00:00,21.481499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.2,977.13385,0.0,0.0,0.0,1.0
2025-08-06 11:00:00+00:00,12.031501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.6,976.85474,0.0,0.0,0.0,1.0
2025-08-06 12:00:00+00:00,15.1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.4,978.1547,0.0,0.0,0.0,1.0
2025-08-06 13:00:00+00:00,18.5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.9,979.2182,0.0,0.0,0.0,1.0
2025-08-06 14:00:00+00:00,20.731499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.3,979.0075,0.0,0.0,0.0,1.0
2025-08-06 15:00:00+00:00,22.3315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.5,978.5107,0.0,0.0,0.0,1.0
