date,temperature_2m,pressure_msl,wind_speed_30hPa,wind_speed_50hPa,wind_speed_70hPa,wind_speed_100hPa,wind_speed_150hPa,wind_speed_200hPa,wind_speed_250hPa,wind_speed_300hPa,wind_speed_400hPa,wind_speed_500hPa,wind_speed_600hPa,wind_speed_700hPa,wind_speed_800hPa,wind_speed_850hPa,wind_speed_900hPa,wind_speed_925hPa,wind_speed_950hPa,wind_speed_975hPa,wind_speed_1000hPa,wind_direction_30hPa,wind_direction_50hPa,wind_direction_70hPa,wind_direction_100hPa,wind_direction_150hPa,wind_direction_200hPa,wind_direction_250hPa,wind_direction_300hPa,wind_direction_400hPa,wind_direction_500hPa,wind_direction_600hPa,wind_direction_700hPa,wind_direction_800hPa,wind_direction_850hPa,wind_direction_900hPa,wind_direction_925hPa,wind_direction_950hPa,wind_direction_975hPa,wind_direction_1000hPa,surface_pressure,cloud_cover_high,cloud_cover_mid,cloud_cover_low,is_day
2024-08-04 14:00:00,17.0315,1014.9,11.823917,4.0979743,13.745025,26.119564,45.360897,62.421852,61.60947,62.88088,57.022987,48.22743,42.00646,28.313292,15.130802,9.047358,5.7758865,5.257584,5.0337496,3.5637348,3.5737062,80.53775,288.43503,261.87,262.8751,248.19853,260.43997,272.41098,271.77142,269.34894,263.82993,272.41098,276.11542,285.52417,292.3802,300.57913,308.2902,311.63345,312.70938,315.0001,964.6975,0.0,0.0,31.0,1.0
2024-08-04 15:00:00,18.4315,1014.4,14.269546,3.88768,16.31488,25.26992,46.975018,61.636726,67.11176,64.159805,58.34759,46.872124,41.97857,27.514555,15.461974,10.019031,7.3589354,7.526776,7.395708,5.3180156,5.2519665,87.3975,270.0,263.15732,270.0,245.55606,257.8632,280.0079,271.15732,268.09088,264.4471,268.79398,272.79263,282.09473,294.67685,312.5104,316.16904,317.29062,322.69598,321.009,964.45624,0.0,0.0,6.0,1.0
2024-08-04 16:00:00,19.3815,1014.6,14.269546,2.8977058,18.790455,25.278225,47.552402,60.606396,76.753654,68.6854,60.290386,47.410927,41.971596,28.824404,13.937235,8.190366,8.165209,8.15254,7.8457255,5.1592326,5.1318846,92.60251,243.43501,270.0,271.46878,250.0835,263.86282,281.68933,269.4595,268.15244,266.08182,269.3969,270.66617,278.91486,302.7352,311.63345,311.7602,311.7602,308.65982,307.30402,964.8037,0.0,0.0,19.0,1.0
2024-08-04 17:00:00,20.3315,1014.5,11.734814,5.573848,17.506556,24.698586,49.043186,61.55493,78.10378,72.67408,62.206253,49.908722,41.97857,28.824404,14.038844,8.956562,8.721867,8.61394,8.236892,5.761159,5.677211,96.340096,234.46223,272.12103,265.48608,254.67844,270.0,283.921,273.0664,270.5968,268.51218,271.20602,269.3338,270.0,290.92456,301.21835,303.6901,305.7068,306.46933,308.0471,964.8649,0.0,0.0,36.0,1.0
2024-08-04 18:00:00,21.0815,1014.6,13.957198,4.148883,16.821672,25.950243,50.13114,62.88088,81.82876,75.2316,64.17616,51.20419,41.145046,29.174929,14.858591,10.747876,10.0117855,10.061258,9.573712,6.576758,6.62048,111.801476,231.34016,285.6423,267.13766,255.78412,271.77142,290.87473,277.92065,271.73566,271.4502,273.0774,268.02512,267.91748,285.94547,298.30066,302.6609,306.11945,310.0302,310.2363,965.0827,0.0,0.0,27.0,1.0
2024-08-04 19:00:00,21.731499,1014.2,13.745025,6.978599,14.21058,29.415636,52.862286,61.585617,80.11776,74.99406,64.19906,51.20419,39.477104,28.946894,14.3723545,10.921104,10.412014,10.244776,9.7969885,6.89011,6.9599247,135.0001,248.19853,294.22772,262.40546,258.6901,271.8087,288.87463,279.95056,272.31366,271.4502,275.1363,264.68555,264.61078,284.34937,297.12122,302.00534,303.6901,307.87503,305.9098,964.8085,0.0,0.0,33.0,1.0
2024-08-05 11:00:00,9.6315,1017.5,4.0979743,7.8023114,20.294287,34.730183,54.168495,72.95086,91.04977,79.314606,66.11914,52.49968,38.437557,23.46971,11.792808,7.186343,5.668751,4.3274565,3.976783,1.2898082,1.5181876,71.564964,274.76355,286.6993,278.58353,276.8699,282.30798,286.1135,274.68582,268.31534,268.5856,269.34146,271.63654,285.94547,321.9529,336.5014,342.47433,356.98727,308.65982,309.8055,965.8921,2.0,0.0,7.0,1.0
2024-08-05 12:00:00,12.3815,1017.7,6.7647614,8.522408,21.313408,33.67453,53.697544,75.48509,98.08637,84.39241,66.2048,51.22468,37.12019,22.947021,12.905389,8.875075,6.9776387,5.634365,4.206347,1.6240145,1.567174,73.300674,278.74606,289.53674,281.0937,278.32556,281.88864,285.32156,273.52136,266.6336,267.8253,271.3639,276.70975,285.78082,316.1232,335.09525,332.44727,333.43503,299.74478,299.74478,966.56396,0.0,0.0,19.0,1.0
2024-08-05 13:00:00,15.3315,1018.1,7.1274137,7.5840216,19.49232,34.730183,56.356464,76.753654,104.39988,87.71245,68.145386,51.25336,35.411507,22.094152,13.165397,8.611949,6.284226,5.7009473,4.1803017,1.9003264,1.833815,90.0,289.9832,291.4478,278.58353,278.59583,281.68933,285.84778,274.23633,266.72958,267.10147,273.57626,279.60513,285.46127,306.86996,322.3057,319.63553,306.86996,302.00534,302.00534,967.4514,0.0,0.0,1.0,1.0
2024-08-05 14:00:00,17.481499,1018.3,5.83152,6.3815346,18.89073,36.858997,58.591724,80.32971,113.83411,98.611435,71.968765,50.606255,31.918543,20.50692,11.721514,7.5799537,5.668751,4.856489,4.673719,3.0681546,2.960769,90.0,293.9625,292.16638,280.1246,280.19144,282.57892,285.85587,277.1716,267.93622,267.0644,274.76355,281.3099,298.92633,324.24603,336.5014,333.43503,333.43503,336.8014,336.8014,968.0049,0.0,0.0,2.0,1.0
